,portfolio_nav,benchmark_nav,portfolio_daily_ret,benchmark_daily_ret
2019-05-23,0.9409499333009111,0.9870901781546857,-0.013548456524043684,-0.012218953254340637
2019-05-24,0.9582152211458682,0.9893293508918188,0.018348784811949837,0.002268458127421713
2019-05-28,0.950733352817525,0.9801281143323214,-0.007808129283728249,-0.009300478704289072
2019-05-29,0.9407178710297216,0.9735508117773545,-0.01053448031261579,-0.006710655942613664
2019-05-30,0.9465058822796665,0.9762093838020971,0.006152759959380005,0.002730799453486199
2019-05-31,0.9368565381070462,0.9630549569324045,-0.010194700691536895,-0.013475005555119046
2019-06-03,0.9266508894287157,0.9606060548447597,-0.010893502113943087,-0.002542847705644169
2019-06-04,0.9484048098761206,0.981457786531882,0.0234758534153205,0.02170685015148277
2019-06-05,0.9654226122897956,0.9899592519043187,0.01794360618636868,0.008662079499595965
2019-06-06,0.9709462771493049,0.9963965170430942,0.005721499361205362,0.0065025556621574054
2019-06-07,0.9820231118731289,1.006367454377628,0.011408287960427055,0.010006997379038873
2019-06-10,0.9680240902634805,1.0109854213741896,-0.014255287314925225,0.004588748350787597
2019-06-11,0.959755838283746,1.0107408757632248,-0.008541370057726549,-0.0002418883653458881
2019-06-12,0.9705297131507012,1.0089566909485328,0.011225641394608665,-0.0017652247549053701
2019-06-13,0.9636225248879814,1.0131195511958258,-0.007116926116869249,0.004125905784300166
2019-06-14,0.9603403087060371,1.011999964827259,-0.0034061223115615436,-0.0011050881085505893
2019-06-17,0.964822572072455,1.0123847260946564,0.004667369812329558,0.00038019889404150575
2019-06-18,0.9759496623453936,1.0229856238551034,0.011532783949112302,0.01047121463531031
2019-06-19,0.9890260442978362,1.0252950232472804,0.01339862336856341,0.0022575091363201683
2019-06-20,0.9962090196338653,1.0350911069051694,0.00726267561652405,0.00955440476718894
2019-06-21,0.9918543193447695,1.033586165135068,-0.004371271694263745,-0.0014539220364873096
2019-06-24,0.9888390695111159,1.032320540595522,-0.0030400128071687016,-0.0012244983362181827
2019-06-25,0.9788251446455142,1.0221955442791537,-0.010126951062474299,-0.009807996565221355
2019-06-26,0.9639784283579539,1.0211758912725022,-0.015167894254430037,-0.0009975126700151327
2019-06-27,0.9698237186671822,1.0247973764937721,0.00606371484804411,0.003546387309200094
2019-06-28,0.9734866677156816,1.0300706734439153,0.0037769225251917506,0.005145697160335416
2019-07-01,0.985034335421278,1.039422225940182,0.01186217345194196,0.009078554255894655
2019-07-02,0.9887539783998999,1.042128744589815,0.00377615565759033,0.0026038683627194192
2019-07-03,0.9976145681067028,1.05046111938674,0.00896136946133148,0.007995533028123614
2019-07-05,0.9934966641509813,1.0492654838485826,-0.0041277504232286825,-0.001138200658826083
2019-07-08,0.9946124048641543,1.0435002438326504,0.001123044247085181,-0.005494548429045842
2019-07-09,0.9901571914205071,1.0448009222863046,-0.004479346348244806,0.0012464572589623302
2019-07-10,0.9865820687191185,1.0497934314431,-0.0036106617538773423,0.004778431039159425
2019-07-11,0.9850223831080678,1.0522537409061834,-0.0015808979916649645,0.00234361293316665
2019-07-12,0.9866912305518983,1.056964749308666,0.0016942228648296309,0.0044770650075576235
2019-07-15,0.9910649050209024,1.0573165955448498,0.00443266782310181,0.00033288360507199855
2019-07-16,0.9895351496533543,1.0539062655960214,-0.0015435471075588181,-0.0032254576946946223
2019-07-17,0.9845439077565914,1.046734591249973,-0.005044026883240504,-0.006804850279538477
2019-07-18,0.9886052164726099,1.0505666376095466,0.004125066118455556,0.003660953207820894
2019-07-19,0.9838427784974685,1.0447309332849155,-0.004817330412370336,-0.005554815959042503
2019-07-22,0.986805388341348,1.0472968797976334,0.003011263495173533,0.002456083601018566
2019-07-23,0.9817357792959701,1.0547855841194127,-0.005137394977037002,0.007150507622276425
2019-07-24,0.9844980124935296,1.059742326401135,0.0028136218072242424,0.004699288989487238
2019-07-25,0.9856330989994341,1.0546798282429508,0.001152959672340459,-0.004777102916495135
2019-07-26,0.9903835368949874,1.0617458655393648,0.004819681786636254,0.006699698910697549
2019-07-29,0.9907060004245055,1.0598126718830063,0.00032559459795653554,-0.0018207687160396446
2019-07-30,0.9946506169968159,1.0572114338025254,0.003981621763288245,-0.002454431947732094
2019-07-31,0.9794847508588803,1.0456448304151051,-0.015247430483405688,-0.010940671863354678
2019-08-01,0.9686173920600685,1.0365394871053881,-0.011094974974630856,-0.008707873883049055
2019-08-02,0.9704610493703995,1.0287349410761528,0.0019033906735971273,-0.007529424712057975
2019-08-05,0.9452051200925522,0.9977974259257323,-0.026024670742048173,-0.030073358952945606
2019-08-06,0.9549615959695748,1.0117891660353,0.010322072605856358,0.014022625982008874
2019-08-07,0.9606635619501023,1.0123871026312061,0.0059708851168390085,0.0005909695576689078
2019-08-08,0.9760308554139362,1.032250551594133,0.01599654038364786,0.019620408943675338
2019-08-09,0.9761680678022123,1.0252192117313446,0.0001405820190160334,-0.006811660068313463
2019-08-12,0.9622719942202292,1.01273894886739,-0.014235328976975502,-0.012173262772630422
2019-08-13,0.9776587850286836,1.0284883754091203,0.015990064036855812,0.015551319083110249
2019-08-14,0.9600732307679771,0.9980786890263895,-0.017987414965222805,-0.029567360322020342
2019-08-15,0.9686930186845143,1.000715575155116,0.00897826086624871,0.0026419621596156517
2019-08-16,0.9834367320643067,1.0154807590847859,0.015220212281300683,0.014754625885962769
2019-08-19,0.9928400902850492,1.0277151692426734,0.00956173174557362,0.012047899527819705
2019-08-20,0.9884733929032178,1.0198403965583944,-0.004398188010898707,-0.007662407756501177
2019-08-21,0.9940768101813597,1.0281372421339012,0.005668758833947196,0.008135435312727202
2019-08-22,0.9952005896708999,1.0278205686386528,0.0011304755105744579,-0.00030800702695210624
2019-08-23,0.968210189001015,1.001418317012864,-0.02712056338191109,-0.025687607770642717
2019-08-26,0.9763502267796487,1.012492502027185,0.008407304396406379,0.011058500554847361
2019-08-27,0.9812718744720061,1.0085203588380063,0.005040862958152714,-0.003923133436767201
2019-08-28,0.9893368602696938,1.0156214500485283,0.008218910586861704,0.007041098524479761
2019-08-29,1.0026291526888225,1.0285938936319272,0.013435557647680651,0.012772912173899975
2019-08-30,1.0040182497883676,1.028137242133901,0.0013854545280474807,-0.00044395703771260564
2019-09-03,0.9926741936349311,1.0221255552777642,-0.011298655334031672,-0.00584716379270489
2019-09-04,1.003988181003434,1.033727093752465,0.0113974831229104,0.01135040447310609
2019-09-05,1.0150004373291188,1.0470159731774573,0.01096851191483017,0.012855307271431915
2019-09-06,1.0177430479364806,1.0478244709116673,0.0027020782518861084,0.0007721923589727453
2019-09-09,1.0072642544948898,1.048351824372047,-0.010296109084544435,0.0005032841616314787
2019-09-10,0.9953911085686502,1.04810549635867,-0.011787518392771234,-0.0002349669334763549
2019-09-11,1.0095335025670498,1.0555587902858585,0.014207876558929656,0.007111205840521606
2019-09-12,1.0155142569875741,1.0592148541139266,0.005924275326491401,0.003463628801838592
2019-09-13,1.0115986361222873,1.0585121122561785,-0.00385580097802094,-0.0006634554406206306
2019-09-16,1.000756092959674,1.0552424732710928,-0.01071822635524251,-0.003088900870597211
2019-09-17,1.0093636144073714,1.0579142944870998,0.008601018278331174,0.0025319500339338052
2019-09-18,1.0138950523544352,1.0585471661702865,0.004489400927855236,0.0005982258548586916
2019-09-19,1.0139985159459344,1.0584764642079327,0.00010204566168747764,-6.679150878985407e-05
2019-09-20,1.0087707813363778,1.053475518346386,-0.005155564359657671,-0.004724664204308948
2019-09-23,1.011840412580206,1.053228477372044,0.0030429422626237156,-0.0002345009162906253
2019-09-24,1.006086008197087,1.0449635962131307,-0.0056870671615548265,-0.007847187325902283
2019-09-25,1.011965987526677,1.0511444924716067,0.005844410201198613,0.005914939315470047
2019-09-26,1.0116829093168442,1.0489549893483623,-0.0002797309527416081,-0.0020829706466862774
2019-09-27,1.0095927392951036,1.0433040607404709,-0.002066032748494351,-0.0053871983691139436
2019-09-30,1.0144793635930227,1.0481425703288454,0.004840193582741991,0.004637679244668513
2019-10-01,1.0026362279680998,1.0356750219354316,-0.01167410205662287,-0.011894897456079967
2019-10-02,0.9859190257405506,1.0173804435757932,-0.016673247745523524,-0.017664400484864617
2019-10-03,1.0005689891305574,1.0257153137360953,0.01485919533706399,0.008192481203007418
2019-10-04,1.014196687977416,1.0395957131083093,0.013619949243780382,0.013532409223428354
2019-10-07,1.0123493057568311,1.0351101191975665,-0.0018215226321327104,-0.004314748372068022
2019-10-08,0.9987978872802405,1.019040692009418,-0.01338610931970714,-0.015524364886516429
2019-10-09,1.0129671114977,1.0287172358788568,0.014186277722355367,0.009495738438430656
2019-10-10,1.0165690043630018,1.0356750219354318,0.0035557846098047685,0.006763555439635249
2019-10-11,1.020785853020256,1.0464119764133495,0.004148118464320593,0.010367107683888044
2019-10-14,1.0153279537110238,1.0452464040625462,-0.005346762294053864,-0.0011138752012361808
2019-10-15,1.020623490346672,1.055594557160932,0.005215592278625803,0.009900204447645722
2019-10-16,1.018802650249352,1.0538996112936814,-0.0017840468248498276,-0.0016056788619762674
2019-10-17,1.0166004116009684,1.0570072893129048,-0.002161594934842892,0.002948741973069602
2019-10-18,1.0097158805015194,1.0523807667847642,-0.006772111265041625,-0.0043770015352949665
2019-10-21,1.0185899380027696,1.0595148918533275,0.008788667854607458,0.006779034066119793
2019-10-22,0.9945192092194018,1.0560539416759902,-0.02363142211139959,-0.0032665422675496325
2019-10-23,1.0001890704665013,1.0591265657811053,0.00570110782631319,0.0029095332954667263
2019-10-24,1.0061163143620995,1.060857040869774,0.0059261234406746245,0.001633869968498347
2019-10-25,1.0035646630534627,1.0652014685094644,-0.0025361394822968506,0.004095205548269254
2019-10-28,1.0028181895226906,1.0712054316218147,-0.0007438220557715258,0.005636457787419058
2019-10-29,1.0098590542713308,1.070887213377809,0.007021078020125837,-0.000297065562414045
2019-10-30,1.0155640487438364,1.0741719433699852,0.005649297739496984,0.003067297798631463
2019-10-31,1.0188242469363904,1.0713113063251039,0.003210233954802244,-0.0026631090697702975
2019-11-01,1.0168449495665215,1.0812358417835044,-0.0019427269971445504,0.009263913672716173
2019-11-04,1.000731050149065,1.0855800317695399,-0.015846958205698702,0.0040178005742665945
2019-11-05,0.9990384174342535,1.0843791678509733,-0.001691396219353214,-0.0011061956589318855
2019-11-06,1.0026110226288283,1.0846260899984879,0.0035760438560010987,0.00022770830981921897
2019-11-07,1.00555873412278,1.0884407876412487,0.002940034996047447,0.003517062403289861
2019-11-08,1.0045220708705405,1.0911249668473144,-0.0010309325721724605,0.002466077380178344
2019-11-11,1.0023416251641741,1.089041219600532,-0.0021706299638361015,-0.0019097237347645013
2019-11-12,1.0096073330210988,1.0913367162538932,0.007248734038890902,0.002107814297610533
2019-11-13,1.0165483367533186,1.091689988412007,0.0068749537619243965,0.000323705922152584
2019-11-14,1.0186490968392634,1.0932791784027958,0.0020665619233162236,0.0014557154573711095
2019-11-15,1.023983742269432,1.10119102505725,0.005236980474160435,0.007236803563763994
2019-11-18,1.0317550878626012,1.1020029687694572,0.007589325174192618,0.0007373323008739163
2019-11-19,1.0380033734766616,1.101685107005934,0.006055977515947641,-0.00028844002469263774
2019-11-20,1.039454707627549,1.0975879579942405,0.0013981979133906419,-0.003718983751017868
2019-11-21,1.030027721171363,1.0958225478182912,-0.009069165194991546,-0.001608445285037008
2019-11-22,1.023737836176928,1.0982592107427052,-0.0061065201112082464,0.0022235926147577967
2019-11-25,1.0225629990327292,1.1067708952223054,-0.001147595705348059,0.007750159886065644
2019-11-26,1.0347695656225768,1.1092788542432104,0.011937226949727497,0.002266014612176015
2019-11-27,1.0355286128810084,1.114223000881219,0.0007335423109151362,0.0044570818411406865
2019-11-29,1.0318259987162726,1.1100909167822448,-0.003575578809391411,-0.0037084893200968194
2019-12-02,1.0279156252510058,1.1006610574066655,-0.003789760550840704,-0.008494673033550337
2019-12-03,1.024344650505437,1.0932791784027955,-0.0034739959757851937,-0.006706768586201117
2019-12-04,1.0320477897716192,1.1000254527064466,0.0075200658903047165,0.006170678484435088
2019-12-05,1.0347524273487976,1.102002968769457,0.0026206514891881525,0.001797700278793668
2019-12-06,1.041129019032671,1.1120690269793925,0.006162432206330881,0.009134329484770554
2019-12-09,1.0397614614084854,1.1085725475806372,-0.001313533288560298,-0.003144120835963271
2019-12-10,1.0354546250151833,1.1073361544406526,-0.004142138897385151,-0.0011153019643892481
2019-12-11,1.0373220584246974,1.1104794805081215,0.001803491301694482,0.0028386376213433984
2019-12-12,1.0324966234848234,1.120050624981581,-0.004651819462127227,0.008618929607848269
2019-12-13,1.0383942323164368,1.1207216400763906,0.005711988492231601,0.0005990935408126674
2019-12-16,1.0475875196584479,1.1284210243633013,0.008853369034516811,0.006870023752183263
2019-12-17,1.04295599430933,1.1286683029912983,-0.004421134523087722,0.00021913684933028144
2019-12-18,1.0447908803027903,1.1287391237804796,0.0017593129561284115,6.274721190768773e-05
2019-12-19,1.054549709650593,1.1333655274817926,0.009340461839573377,0.004098736017776883
2019-12-20,1.057425454502215,1.1383347465804008,0.002726988424827259,0.00438448053881535
2019-12-23,1.0546429533462751,1.1400738960274757,-0.0026313922594665582,0.001527801424229036
2019-12-24,1.0539379265923081,1.1401090687684112,-0.0006684980464051193,3.08512817090989e-05
2019-12-26,1.0599450184716068,1.146178505462706,0.005699663830033552,0.005323557947706892
2019-12-27,1.063644821683206,1.1458940340377062,0.003490561441511453,-0.0002481912055094515
2019-12-30,1.050603002299462,1.1395768434081046,-0.012261442088445929,-0.0055128925031070475
2019-12-31,1.053069508467968,1.1423450331812024,0.002347705235095887,0.0024291383149019907
2020-01-02,1.074243990107538,1.1530283967599242,0.020107392217988674,0.009352133784808148
2020-01-03,1.0641851747437037,1.1442971203031311,-0.009363622655992266,-0.007572473046915884
2020-01-06,1.072969522409958,1.1486626991181141,0.008254529263076637,0.0038150745444736067
2020-01-07,1.074557943818223,1.1454332236007183,0.001480397509052489,-0.002811509000749446
2020-01-08,1.087102481465006,1.1515378330359485,0.011674137927089046,0.005329520140894939
2020-01-09,1.1034224677212552,1.1593458250431807,0.01501237145025729,0.006780491081779694
2020-01-10,1.1033504408089057,1.1560095242078756,-6.527591603093797e-05,-0.002877744296168716
2020-01-13,1.125580658157549,1.163959751927608,0.020147920847655154,0.006877302957499332
2020-01-14,1.1107513076393414,1.1621850732591148,-0.013174844832960742,-0.0015246907511656804
2020-01-15,1.115044316386824,1.1648115026270227,0.0038649594359753347,0.002259906299211467
2020-01-16,1.1284870259206103,1.1745007609670024,0.012055762570357675,0.008318305853030505
2020-01-17,1.1318830757730252,1.1781565871414155,0.003009383160293022,0.00311266394702292
2020-01-21,1.1271560147176605,1.1758493266321333,-0.004176280356640372,-0.001958364901969767
2020-01-22,1.1296569047826304,1.1759917999982883,0.002218761229426014,0.0001211663458302592
2020-01-23,1.1328524623078466,1.177340365663419,0.002828785900999842,0.0011467475071957889
2020-01-24,1.1241081332410785,1.1668701774132058,-0.007718859567073855,-0.008893085258580569
2020-01-27,1.100047361629258,1.1481660029792256,-0.021404321257286328,-0.01602935338997602
2020-01-28,1.1238041888661414,1.1601975757425957,0.021596185823942536,0.010478948803701815
2020-01-29,1.1354477069488367,1.1592392373789266,0.010360806800732036,-0.0008260130720025849
2020-01-30,1.1297849129778543,1.163001413563939,-0.004987278530157457,0.0032453837514323514
2020-01-31,1.0949725178978427,1.1418837474369046,-0.03081329435374929,-0.018157902372896273
2020-02-03,1.1072415195931182,1.1503664381705985,0.011204848975415248,0.007428681556011618
2020-02-04,1.1359092815532816,1.167899574219711,0.025891155139032486,0.015241348727971449
2020-02-05,1.1387223165456075,1.1813864191392938,0.0024764609621633848,0.011547949170709781
2020-02-06,1.150659437979358,1.1853612953455048,0.01048290813335644,0.003364585999817926
2020-02-07,1.1470337886916124,1.1790439858890758,-0.003150931690190051,-0.00532943793696905
2020-02-10,1.166127806150106,1.1878459643082226,0.01664642981465563,0.0074653520347756075
2020-02-11,1.1554744283970908,1.1899045202675782,-0.009135686240247142,0.0017330159138557732
2020-02-12,1.1769233130103385,1.1975707518696206,0.018562837987684454,0.006442728363044159
2020-02-13,1.1731893753183023,1.1962928881668435,-0.00317262616073557,-0.0010670465196165324
2020-02-14,1.197864827907554,1.1982098025478367,0.02103279581999038,0.0016023788153840535
2020-02-18,1.2048537318703343,1.1951217309551485,0.005834467963291368,-0.002577237797689369
2020-02-19,1.2269266924805355,1.200835875435262,0.018320033400184288,0.004781223813532964
2020-02-20,1.2065886159627455,1.1959026608653818,-0.016576439849614454,-0.004108150556454748
2020-02-21,1.1690318750814368,1.1835869731574944,-0.03112638424102976,-0.010298235894028007
2020-02-24,1.1189188857619778,1.1443326495245496,-0.04286708548128175,-0.033165559036379744
2020-02-25,1.0881859669729232,1.1096569612082687,-0.02746661905534433,-0.030302105188284245
2020-02-26,1.099592080143003,1.1055752596841484,0.01048176829720462,-0.003678345350689227
2020-02-27,1.0370229136604852,1.0559225192047914,-0.05690216182202823,-0.04491122611909948
2020-02-28,1.0582779579821266,1.0514855254664899,0.020496214733207174,-0.0042020069253215775
2020-03-02,1.1200425207794302,1.0970221046417556,0.058363270567472904,0.043306900639515256
2020-03-03,1.0745217044276638,1.0656114210642886,-0.04064204305394472,-0.028632680640217845
2020-03-04,1.1264288078771056,1.1104022430702565,0.04830717074913791,0.042032978551630684
2020-03-05,1.08341791614134,1.0734908279948394,-0.03818340887146254,-0.03324148100904145
2020-03-06,1.0581646128024942,1.0557448730977006,-0.02330892166596892,-0.016531072678362957
2020-03-09,0.9748605772235568,0.9732965223665354,-0.07872502498293814,-0.07809495724970972
2020-03-10,1.0380498058623473,1.0236597284474271,0.06481873420172138,0.05174497691457414
2020-03-11,0.9854860189004899,0.9737579269376611,-0.05063705678186672,-0.04874842696552262
2020-03-12,0.8894551425183009,0.8805917528478033,-0.09744519408741185,-0.09567693521412757
2020-03-13,0.9958376940369443,0.95587033046216,0.11960417837086657,0.08548635320613474
2020-03-16,0.8548982962254699,0.8512754515181787,-0.14152848265878734,-0.10942371115694105
2020-03-17,0.9028889851660933,0.8972374307358418,0.056136138243006076,0.053991900195986764
2020-03-18,0.848455592134548,0.8518077957053128,-0.060288024248664196,-0.05063279069094484
2020-03-19,0.8784831698594089,0.8536177065281554,0.03539086547749348,0.0021247878124242003
2020-03-20,0.8517266329638852,0.8168318319959765,-0.030457654527184408,-0.04309408562035899
2020-03-23,0.836642357601161,0.795946888210572,-0.017710230934346937,-0.025568229551449884
2020-03-24,0.9350835725325247,0.8680622956772694,0.1176622412635389,0.09060329091659058
2020-03-25,0.9313453245742427,0.8810573757713042,-0.003997768828466963,0.014970216030286032
2020-03-26,0.9846740525852534,0.9325020842225532,0.05725988696554576,0.05838973699778949
2020-03-27,0.9529035911151251,0.9047267886051718,-0.032264952434478425,-0.02978577323024245
2020-03-30,0.9983348441737935,0.9341086229301546,0.04767665216320873,0.03247591946545669
2020-03-31,0.9927454441254797,0.9201852676598046,-0.005598722794193822,-0.014905499134217015
2020-04-01,0.9404442338216975,0.8787725735324164,-0.05268340500908055,-0.04500473500592761
2020-04-02,0.9477426066053819,0.8990504904696122,0.007760558809559548,0.023075272883954723
2020-04-03,0.9354921933772083,0.8860555292024048,-0.0129258863564782,-0.014454095075816631
2020-04-06,1.0125180510435203,0.9455682821728377,0.08233725327866384,0.06716594051842795
2020-04-07,1.0238182043833894,0.9465324430510536,0.011160446303374982,0.0010196628804006735
2020-04-08,1.0417048360305734,0.9783061425864882,0.01747051534208315,0.03356852664554766
2020-04-09,1.043882666553707,0.9931930646009166,0.0020906406957200696,0.015217038272978378
2020-04-13,1.0827704854113767,0.9841250923284438,0.0372530554473661,-0.00913012041230521
2020-04-14,1.1411529684236124,1.0131500896904881,0.05391953677981398,0.029493199175900653
2020-04-15,1.1365443604090355,0.9916222927683881,-0.00403855411333962,-0.02124837883464692
2020-04-16,1.1610244192069281,0.9964060826027055,0.02153902623658459,0.004824205616598354
2020-04-17,1.1657845404013583,1.023324636793918,0.0040999320218275456,0.027015646192061205
2020-04-20,1.1476366095696577,1.0052955175668816,-0.01556713972673931,-0.01761818154160888
2020-04-21,1.0885676612426824,0.9747715791895237,-0.05147008019300201,-0.030363149784289334
2020-04-22,1.1470344515706503,0.9964060826027055,0.05370983578661859,0.022194433932070323
2020-04-23,1.1351592622755418,0.9963347865062142,-0.010352949101788167,-7.155325297192316e-05
2020-04-24,1.1629631105268616,1.0102226719685599,0.024493345713961157,0.01393897478080186
2020-04-27,1.188591393596571,1.0247882268280541,0.022037055894317304,0.014418162711703264
2020-04-28,1.1614269412538516,1.0200757925036417,-0.022854323604449323,-0.004598446977673087
2020-04-29,1.2126696491839442,1.046779864271243,0.04412047465919113,0.026178517286504333
2020-04-30,1.2166541232132932,1.0370336878808977,0.003285704422495095,-0.009310626544321576
2020-05-01,1.165101267623883,1.009579818831864,-0.04237264692224483,-0.026473459223039897
2020-05-04,1.2012736210333197,1.0123646443608099,0.031046531674630274,0.002758400551397644
2020-05-05,1.2163985332468126,1.0217182169131436,0.012590730328767874,0.009239331504153236
2020-05-06,1.232229976706164,1.0147923952731623,0.013015013605034608,-0.0067786024809324275
2020-05-07,1.2418937223451907,1.0270377374991786,0.007842485430242973,0.01206684468966679
2020-05-08,1.268842716855565,1.0440311620978528,0.021699920070039447,0.016546056662000597
2020-05-11,1.2781134063500001,1.0442452880409814,0.0073064134516292786,0.00020509535625179431
2020-05-12,1.253159174379508,1.023431937419137,-0.01952427057451469,-0.01993147669441786
2020-05-13,1.2356264031231992,1.005331640922437,-0.013990857358555564,-0.017685882016096555
2020-05-14,1.256505551233543,1.0173626195516696,0.016897622175739445,0.01196717395484903
2020-05-15,1.2653135121469443,1.0220394058278364,0.007009886191711811,0.004596970820716528
2020-05-18,1.2967436302578774,1.053170371053403,0.024839786984969026,0.03045965258095995
2020-05-19,1.2932816620877023,1.0423529708132777,-0.002669739869465748,-0.010271272851424262
2020-05-20,1.3281429419986974,1.0600606634719663,0.026955674802285313,0.016988192248228895
2020-05-21,1.316082728972561,1.052741881513491,-0.009080508313350121,-0.006904116161149054
2020-05-22,1.326683162267713,1.0547413805395864,0.008054534157915415,0.0018993250493850589
2020-05-26,1.3101023041109408,1.0677364012202075,-0.012497978890777884,0.01232057537552289
2020-05-27,1.3059099842525903,1.0836231915745111,-0.0031999942639558965,0.014878944218955414
2020-05-28,1.291476083455258,1.081623930202071,-0.01105275323060897,-0.0018449783909989526
2020-05-29,1.3240264631104368,1.0864433086712202,0.02520401273563837,0.004455687725260393
2020-06-01,1.345622702892842,1.0908344352541124,0.016311033339674163,0.0040417447904048664
2020-06-02,1.3617883856874806,1.0998669377185808,0.012013533035586565,0.008280360586860436
2020-06-03,1.3585886766322983,1.1145041451550488,-0.0023496374978752453,0.013308162046246741
2020-06-04,1.3509915216233739,1.1115767274331207,-0.005591946362865641,-0.002626654853330135
2020-06-05,1.3819282782365192,1.1400658158032062,0.02289929738120868,0.0256294393963008
2020-06-08,1.4096876145885466,1.1538462818135051,0.02008739294882289,0.012087430233657326
2020-06-09,1.4206732938970046,1.1452422688889488,0.0077929884569953424,-0.007456810374284362
2020-06-10,1.468454091973571,1.1388518809336161,0.03363250247739964,-0.005579944199520459
2020-06-11,1.3820203027806715,1.0731986328260523,-0.05886039588526346,-0.05764862771596091
2020-06-12,1.3869357869162924,1.0860508236600361,0.0035567380057520024,0.01197559374459889
2020-06-15,1.4211957735061944,1.096189841542048,0.02470192702005005,0.009335675330407467
2020-06-16,1.4365336821235029,1.1172884953766846,0.010792256002470847,0.019247262686686195
2020-06-17,1.4468622854218043,1.1126474759755909,0.007189948573313986,-0.004153823672487622
2020-06-18,1.4533873423012882,1.113076203169158,0.004509798164779544,0.00038532167899019143
2020-06-19,1.4520557180521254,1.1067150466133868,-0.0009162211685801447,-0.005714933566686287
2020-06-22,1.4681071273949435,1.1138148307288067,0.01105426544123982,0.006415187122598143
2020-06-23,1.4743377610676476,1.1189422083347977,0.0042439911614351455,0.004603438080130529
2020-06-24,1.4389547698246914,1.0903995290655162,-0.02399924371287456,-0.025508626859074846
2020-06-25,1.4595090222250273,1.102089237046211,0.014284154603997767,0.010720573211099094
2020-06-26,1.4082337715408126,1.075913112873127,-0.03513184906938449,-0.02375136540053746
2020-06-29,1.436315027803633,1.0917261117675623,0.01994076326695051,0.014697282434088077
2020-06-30,1.4884760964613446,1.1057110787479636,0.036315897033727215,0.0128099592284725
2020-07-01,1.5150781095348747,1.113456211363456,0.017871978687983493,0.00700466221633822
