ticker,value_score,quality_score,momentum_score,profitability_score,composite_score,composite_rank_pct,sector,weight
META,0.45699947768230775,1.193816708490957,0.5891595376936735,0.8281741069011279,0.7484787262310755,100.0,Communication Services,0.2
BRK-B,0.9544445306429737,1.5679810776484975,0.4061911514123864,-0.7135232372946431,0.6371717689991845,97.91666666666666,Financial Services,0.2
NVDA,-1.3640401574697516,1.5679810776484975,0.5919007916654168,1.8264793325329165,0.4960542865941364,95.83333333333334,Technology,0.2
ACN,1.1225084140714447,0.33919090994120443,-0.12010385131025225,-0.5211159212665588,0.28730110462585967,93.75,Technology,0.2
INTU,0.8938050315819013,0.4088110116890374,-0.7197536155496583,0.4267902452820209,0.2757639075658193,91.66666666666666,Technology,0.2
